FREQ,Frequenza,REF_AREA,Territorio,DATA_TYPE,Indicatore,SEX,Sesso,AGE,Età,EURO_LABOUR_STATUS,Condizione lavorativa europea,Y_STUDENT,Studente,TIME_PERIOD,Osservazione,OBS_STATUS,'Stato dell"'osservazione'
A,Annuale,ITCD,Nord,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y20-24,20-24 anni,NOT,Non cercano e non disponibili,9,Totale,2022,582,,
A,Annuale,ITCD,Nord,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y20-24,20-24 anni,NOT,Non cercano e non disponibili,9,Totale,2023,572,,
A,Annuale,ITCD,Nord,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y20-24,20-24 anni,NOT,Non cercano e non disponibili,9,Totale,2024,621,,
A,Annuale,ITCD,Nord,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y20-24,20-24 anni,NOT,Non cercano e non disponibili,9,Totale,2025,662,,
A,Annuale,ITCD,Nord,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y20-24,20-24 anni,TOT,Totale,9,Totale,2018,1253,,
A,Annuale,ITCD,Nord,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y20-24,20-24 anni,TOT,Totale,9,Totale,2019,1269,,
A,Annuale,ITCD,Nord,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y20-24,20-24 anni,TOT,Totale,9,Totale,2020,1282,,
A,Annuale,ITCD,Nord,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y20-24,20-24 anni,TOT,Totale,9,Totale,2021,1300,,
A,Annuale,ITCD,Nord,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y20-24,20-24 anni,TOT,Totale,9,Totale,2022,1314,,
A,Annuale,ITCD,Nord,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y20-24,20-24 anni,TOT,Totale,9,Totale,2023,1314,,
A,Annuale,ITCD,Nord,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y20-24,20-24 anni,TOT,Totale,9,Totale,2024,1325,,
A,Annuale,ITCD,Nord,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y20-24,20-24 anni,TOT,Totale,9,Totale,2025,1340,,
A,Annuale,ITCD,Nord,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y15-24,15-24 anni,LF,Forze lavoro,9,Totale,2017,701,,
A,Annuale,ITCD,Nord,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y15-24,15-24 anni,LF,Forze lavoro,9,Totale,2018,731,,
A,Annuale,ITCD,Nord,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y15-24,15-24 anni,LF,Forze lavoro,9,Totale,2019,750,,
A,Annuale,ITCD,Nord,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y15-24,15-24 anni,LF,Forze lavoro,9,Totale,2020,693,,
A,Annuale,ITCD,Nord,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y15-24,15-24 anni,LF,Forze lavoro,9,Totale,2021,712,,
A,Annuale,ITCD,Nord,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y15-24,15-24 anni,LF,Forze lavoro,9,Totale,2022,771,,
A,Annuale,ITCD,Nord,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y15-24,15-24 anni,LF,Forze lavoro,9,Totale,2023,798,,
A,Annuale,ITCD,Nord,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y15-24,15-24 anni,LF,Forze lavoro,9,Totale,2024,740,,
A,Annuale,ITCD,Nord,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y15-24,15-24 anni,LF,Forze lavoro,9,Totale,2025,694,,
A,Annuale,ITCD,Nord,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y15-24,15-24 anni,EMP,Occupati,9,Totale,2017,546,,
A,Annuale,ITCD,Nord,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y15-24,15-24 anni,EMP,Occupati,9,Totale,2018,569,,
A,Annuale,ITCD,Nord,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y15-24,15-24 anni,EMP,Occupati,9,Totale,2019,605,,
A,Annuale,ITCD,Nord,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y15-24,15-24 anni,EMP,Occupati,9,Totale,2020,548,,
A,Annuale,ITCD,Nord,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y15-24,15-24 anni,EMP,Occupati,9,Totale,2021,562,,
A,Annuale,ITCD,Nord,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y15-24,15-24 anni,EMP,Occupati,9,Totale,2022,645,,
A,Annuale,ITCD,Nord,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y15-24,15-24 anni,EMP,Occupati,9,Totale,2023,671,,
A,Annuale,ITCD,Nord,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y15-24,15-24 anni,EMP,Occupati,9,Totale,2024,641,,
A,Annuale,ITCD,Nord,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y15-24,15-24 anni,EMP,Occupati,9,Totale,2025,596,,
A,Annuale,ITCD,Nord,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y15-24,15-24 anni,UNEM,Disoccupati,9,Totale,2017,155,,
A,Annuale,ITCD,Nord,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y15-24,15-24 anni,UNEM,Disoccupati,9,Totale,2018,162,,
A,Annuale,ITCD,Nord,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y15-24,15-24 anni,UNEM,Disoccupati,9,Totale,2019,145,,
A,Annuale,ITCD,Nord,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y15-24,15-24 anni,UNEM,Disoccupati,9,Totale,2020,145,,
A,Annuale,ITCD,Nord,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y15-24,15-24 anni,UNEM,Disoccupati,9,Totale,2021,150,,
A,Annuale,ITCD,Nord,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y15-24,15-24 anni,UNEM,Disoccupati,9,Totale,2022,126,,
A,Annuale,ITCD,Nord,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y15-24,15-24 anni,UNEM,Disoccupati,9,Totale,2023,127,,
A,Annuale,ITCD,Nord,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y15-24,15-24 anni,UNEM,Disoccupati,9,Totale,2024,99,,
A,Annuale,ITCD,Nord,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y15-24,15-24 anni,UNEM,Disoccupati,9,Totale,2025,97,,
A,Annuale,ITCD,Nord,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y15-24,15-24 anni,TOTIN,Totale inattivi,9,Totale,2017,1794,,
A,Annuale,ITCD,Nord,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y15-24,15-24 anni,TOTIN,Totale inattivi,9,Totale,2018,1783,,
A,Annuale,ITCD,Nord,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y15-24,15-24 anni,TOTIN,Totale inattivi,9,Totale,2019,1786,,
A,Annuale,ITCD,Nord,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y15-24,15-24 anni,TOTIN,Totale inattivi,9,Totale,2020,1864,,
A,Annuale,ITCD,Nord,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y15-24,15-24 anni,TOTIN,Totale inattivi,9,Totale,2021,1866,,
A,Annuale,ITCD,Nord,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y15-24,15-24 anni,TOTIN,Totale inattivi,9,Totale,2022,1834,,
A,Annuale,ITCD,Nord,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y15-24,15-24 anni,TOTIN,Totale inattivi,9,Totale,2023,1826,,
A,Annuale,ITCD,Nord,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y15-24,15-24 anni,TOTIN,Totale inattivi,9,Totale,2024,1907,,
A,Annuale,ITCD,Nord,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y15-24,15-24 anni,TOTIN,Totale inattivi,9,Totale,2025,1982,,
A,Annuale,ITCD,Nord,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y15-24,15-24 anni,LFP,Forze lavoro potenziali,9,Totale,2018,112,,
A,Annuale,ITCD,Nord,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y15-24,15-24 anni,LFP,Forze lavoro potenziali,9,Totale,2019,99,,
A,Annuale,ITCD,Nord,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y15-24,15-24 anni,LFP,Forze lavoro potenziali,9,Totale,2020,131,,
A,Annuale,ITCD,Nord,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y15-24,15-24 anni,LFP,Forze lavoro potenziali,9,Totale,2021,116,,
A,Annuale,ITCD,Nord,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y15-24,15-24 anni,LFP,Forze lavoro potenziali,9,Totale,2022,92,,
A,Annuale,ITCD,Nord,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y15-24,15-24 anni,LFP,Forze lavoro potenziali,9,Totale,2023,81,,
A,Annuale,ITCD,Nord,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y15-24,15-24 anni,LFP,Forze lavoro potenziali,9,Totale,2024,88,,
A,Annuale,ITCD,Nord,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y15-24,15-24 anni,LFP,Forze lavoro potenziali,9,Totale,2025,84,,
A,Annuale,ITCD,Nord,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y15-24,15-24 anni,NOT,Non cercano e non disponibili,9,Totale,2018,1671,,
A,Annuale,ITCD,Nord,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y15-24,15-24 anni,NOT,Non cercano e non disponibili,9,Totale,2019,1687,,
A,Annuale,ITCD,Nord,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y15-24,15-24 anni,NOT,Non cercano e non disponibili,9,Totale,2020,1733,,
A,Annuale,ITCD,Nord,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y15-24,15-24 anni,NOT,Non cercano e non disponibili,9,Totale,2021,1750,,
A,Annuale,ITCD,Nord,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y15-24,15-24 anni,NOT,Non cercano e non disponibili,9,Totale,2022,1742,,
A,Annuale,ITCD,Nord,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y15-24,15-24 anni,NOT,Non cercano e non disponibili,9,Totale,2023,1744,,
A,Annuale,ITCD,Nord,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y15-24,15-24 anni,NOT,Non cercano e non disponibili,9,Totale,2024,1819,,
A,Annuale,ITCD,Nord,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y15-24,15-24 anni,NOT,Non cercano e non disponibili,9,Totale,2025,1898,,
A,Annuale,ITCD,Nord,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y15-24,15-24 anni,TOT,Totale,9,Totale,2017,2496,,
A,Annuale,ITCD,Nord,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y15-24,15-24 anni,TOT,Totale,9,Totale,2018,2515,,
A,Annuale,ITCD,Nord,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y15-24,15-24 anni,TOT,Totale,9,Totale,2019,2536,,
A,Annuale,ITCD,Nord,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y15-24,15-24 anni,TOT,Totale,9,Totale,2020,2557,,
A,Annuale,ITCD,Nord,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y15-24,15-24 anni,TOT,Totale,9,Totale,2021,2578,,
A,Annuale,ITCD,Nord,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y15-24,15-24 anni,TOT,Totale,9,Totale,2022,2605,,
A,Annuale,ITCD,Nord,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y15-24,15-24 anni,TOT,Totale,9,Totale,2023,2623,,
A,Annuale,ITCD,Nord,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y15-24,15-24 anni,TOT,Totale,9,Totale,2024,2647,,
A,Annuale,ITCD,Nord,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y15-24,15-24 anni,TOT,Totale,9,Totale,2025,2675,,
A,Annuale,ITCD,Nord,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y25-29,25-29 anni,LF,Forze lavoro,9,Totale,2018,1063,,
A,Annuale,ITCD,Nord,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y25-29,25-29 anni,LF,Forze lavoro,9,Totale,2019,1059,,
A,Annuale,ITCD,Nord,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y25-29,25-29 anni,LF,Forze lavoro,9,Totale,2020,1018,,
A,Annuale,ITCD,Nord,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y25-29,25-29 anni,LF,Forze lavoro,9,Totale,2021,1041,,
A,Annuale,ITCD,Nord,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y25-29,25-29 anni,LF,Forze lavoro,9,Totale,2022,1082,,
A,Annuale,ITCD,Nord,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y25-29,25-29 anni,LF,Forze lavoro,9,Totale,2023,1073,,
A,Annuale,ITCD,Nord,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y25-29,25-29 anni,LF,Forze lavoro,9,Totale,2024,1093,,
A,Annuale,ITCD,Nord,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y25-29,25-29 anni,LF,Forze lavoro,9,Totale,2025,1090,,
A,Annuale,ITCD,Nord,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y25-29,25-29 anni,EMP,Occupati,9,Totale,2018,948,,
A,Annuale,ITCD,Nord,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y25-29,25-29 anni,EMP,Occupati,9,Totale,2019,960,,
A,Annuale,ITCD,Nord,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y25-29,25-29 anni,EMP,Occupati,9,Totale,2020,910,,
A,Annuale,ITCD,Nord,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y25-29,25-29 anni,EMP,Occupati,9,Totale,2021,940,,
A,Annuale,ITCD,Nord,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y25-29,25-29 anni,EMP,Occupati,9,Totale,2022,997,,
A,Annuale,ITCD,Nord,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y25-29,25-29 anni,EMP,Occupati,9,Totale,2023,1003,,
A,Annuale,ITCD,Nord,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y25-29,25-29 anni,EMP,Occupati,9,Totale,2024,1028,,
A,Annuale,ITCD,Nord,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y25-29,25-29 anni,EMP,Occupati,9,Totale,2025,1031,,
A,Annuale,ITCD,Nord,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y25-29,25-29 anni,UNEM,Disoccupati,9,Totale,2018,115,,
A,Annuale,ITCD,Nord,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y25-29,25-29 anni,UNEM,Disoccupati,9,Totale,2019,98,,
A,Annuale,ITCD,Nord,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y25-29,25-29 anni,UNEM,Disoccupati,9,Totale,2020,108,,
A,Annuale,ITCD,Nord,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y25-29,25-29 anni,UNEM,Disoccupati,9,Totale,2021,101,,
A,Annuale,ITCD,Nord,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y25-29,25-29 anni,UNEM,Disoccupati,9,Totale,2022,85,,
A,Annuale,ITCD,Nord,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y25-29,25-29 anni,UNEM,Disoccupati,9,Totale,2023,71,,
A,Annuale,ITCD,Nord,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y25-29,25-29 anni,UNEM,Disoccupati,9,Totale,2024,65,,
A,Annuale,ITCD,Nord,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y25-29,25-29 anni,UNEM,Disoccupati,9,Totale,2025,58,,
A,Annuale,ITCD,Nord,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y25-29,25-29 anni,TOTIN,Totale inattivi,9,Totale,2018,288,,
A,Annuale,ITCD,Nord,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y25-29,25-29 anni,TOTIN,Totale inattivi,9,Totale,2019,290,,
A,Annuale,ITCD,Nord,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y25-29,25-29 anni,TOTIN,Totale inattivi,9,Totale,2020,327,,
A,Annuale,ITCD,Nord,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y25-29,25-29 anni,TOTIN,Totale inattivi,9,Totale,2021,295,,
A,Annuale,ITCD,Nord,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y25-29,25-29 anni,TOTIN,Totale inattivi,9,Totale,2022,261,,
A,Annuale,ITCD,Nord,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y25-29,25-29 anni,TOTIN,Totale inattivi,9,Totale,2023,270,,
A,Annuale,ITCD,Nord,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y25-29,25-29 anni,TOTIN,Totale inattivi,9,Totale,2024,273,,
A,Annuale,ITCD,Nord,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y25-29,25-29 anni,TOTIN,Totale inattivi,9,Totale,2025,302,,
A,Annuale,ITCD,Nord,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y25-29,25-29 anni,LFP,Forze lavoro potenziali,9,Totale,2018,61,,
A,Annuale,ITCD,Nord,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y25-29,25-29 anni,LFP,Forze lavoro potenziali,9,Totale,2019,57,,
A,Annuale,ITCD,Nord,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y25-29,25-29 anni,LFP,Forze lavoro potenziali,9,Totale,2020,90,,
A,Annuale,ITCD,Nord,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y25-29,25-29 anni,LFP,Forze lavoro potenziali,9,Totale,2021,82,,
A,Annuale,ITCD,Nord,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y25-29,25-29 anni,LFP,Forze lavoro potenziali,9,Totale,2022,54,,
A,Annuale,ITCD,Nord,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y25-29,25-29 anni,LFP,Forze lavoro potenziali,9,Totale,2023,52,,
A,Annuale,ITCD,Nord,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y25-29,25-29 anni,LFP,Forze lavoro potenziali,9,Totale,2024,50,,
A,Annuale,ITCD,Nord,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y25-29,25-29 anni,LFP,Forze lavoro potenziali,9,Totale,2025,52,,
A,Annuale,ITCD,Nord,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y25-29,25-29 anni,NOT,Non cercano e non disponibili,9,Totale,2018,227,,
A,Annuale,ITCD,Nord,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y25-29,25-29 anni,NOT,Non cercano e non disponibili,9,Totale,2019,232,,
A,Annuale,ITCD,Nord,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y25-29,25-29 anni,NOT,Non cercano e non disponibili,9,Totale,2020,237,,
A,Annuale,ITCD,Nord,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y25-29,25-29 anni,NOT,Non cercano e non disponibili,9,Totale,2021,213,,
A,Annuale,ITCD,Nord,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y25-29,25-29 anni,NOT,Non cercano e non disponibili,9,Totale,2022,207,,
A,Annuale,ITCD,Nord,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y25-29,25-29 anni,NOT,Non cercano e non disponibili,9,Totale,2023,218,,
A,Annuale,ITCD,Nord,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y25-29,25-29 anni,NOT,Non cercano e non disponibili,9,Totale,2024,224,,
A,Annuale,ITCD,Nord,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y25-29,25-29 anni,NOT,Non cercano e non disponibili,9,Totale,2025,250,,
A,Annuale,ITCD,Nord,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y25-29,25-29 anni,TOT,Totale,9,Totale,2018,1351,,
A,Annuale,ITCD,Nord,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y25-29,25-29 anni,TOT,Totale,9,Totale,2019,1348,,
A,Annuale,ITCD,Nord,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y25-29,25-29 anni,TOT,Totale,9,Totale,2020,1345,,
A,Annuale,ITCD,Nord,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y25-29,25-29 anni,TOT,Totale,9,Totale,2021,1336,,
A,Annuale,ITCD,Nord,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y25-29,25-29 anni,TOT,Totale,9,Totale,2022,1342,,
A,Annuale,ITCD,Nord,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y25-29,25-29 anni,TOT,Totale,9,Totale,2023,1343,,
A,Annuale,ITCD,Nord,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y25-29,25-29 anni,TOT,Totale,9,Totale,2024,1366,,
A,Annuale,ITCD,Nord,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y25-29,25-29 anni,TOT,Totale,9,Totale,2025,1392,,
A,Annuale,ITCD,Nord,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y15-29,15-29 anni,LF,Forze lavoro,9,Totale,2018,1794,,
A,Annuale,ITCD,Nord,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y15-29,15-29 anni,LF,Forze lavoro,9,Totale,2019,1808,,
A,Annuale,ITCD,Nord,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y15-29,15-29 anni,LF,Forze lavoro,9,Totale,2020,1711,,
A,Annuale,ITCD,Nord,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y15-29,15-29 anni,LF,Forze lavoro,9,Totale,2021,1753,,
A,Annuale,ITCD,Nord,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y15-29,15-29 anni,LF,Forze lavoro,9,Totale,2022,1853,,
A,Annuale,ITCD,Nord,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y15-29,15-29 anni,LF,Forze lavoro,9,Totale,2023,1871,,
A,Annuale,ITCD,Nord,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y15-29,15-29 anni,LF,Forze lavoro,9,Totale,2024,1833,,
A,Annuale,ITCD,Nord,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y15-29,15-29 anni,LF,Forze lavoro,9,Totale,2025,1783,,
A,Annuale,ITCD,Nord,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y15-29,15-29 anni,EMP,Occupati,9,Totale,2018,1517,,
A,Annuale,ITCD,Nord,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y15-29,15-29 anni,EMP,Occupati,9,Totale,2019,1565,,
A,Annuale,ITCD,Nord,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y15-29,15-29 anni,EMP,Occupati,9,Totale,2020,1458,,
A,Annuale,ITCD,Nord,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y15-29,15-29 anni,EMP,Occupati,9,Totale,2021,1502,,
A,Annuale,ITCD,Nord,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y15-29,15-29 anni,EMP,Occupati,9,Totale,2022,1641,,
A,Annuale,ITCD,Nord,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y15-29,15-29 anni,EMP,Occupati,9,Totale,2023,1674,,
A,Annuale,ITCD,Nord,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y15-29,15-29 anni,EMP,Occupati,9,Totale,2024,1669,,
A,Annuale,ITCD,Nord,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y15-29,15-29 anni,EMP,Occupati,9,Totale,2025,1628,,
A,Annuale,ITCD,Nord,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y15-29,15-29 anni,UNEM,Disoccupati,9,Totale,2018,277,,
A,Annuale,ITCD,Nord,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y15-29,15-29 anni,UNEM,Disoccupati,9,Totale,2019,243,,
A,Annuale,ITCD,Nord,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y15-29,15-29 anni,UNEM,Disoccupati,9,Totale,2020,253,,
A,Annuale,ITCD,Nord,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y15-29,15-29 anni,UNEM,Disoccupati,9,Totale,2021,251,,
A,Annuale,ITCD,Nord,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y15-29,15-29 anni,UNEM,Disoccupati,9,Totale,2022,211,,
A,Annuale,ITCD,Nord,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y15-29,15-29 anni,UNEM,Disoccupati,9,Totale,2023,197,,
A,Annuale,ITCD,Nord,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y15-29,15-29 anni,UNEM,Disoccupati,9,Totale,2024,164,,
A,Annuale,ITCD,Nord,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y15-29,15-29 anni,UNEM,Disoccupati,9,Totale,2025,156,,
A,Annuale,ITCD,Nord,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y15-29,15-29 anni,TOTIN,Totale inattivi,9,Totale,2018,2072,,
A,Annuale,ITCD,Nord,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y15-29,15-29 anni,TOTIN,Totale inattivi,9,Totale,2019,2076,,
A,Annuale,ITCD,Nord,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y15-29,15-29 anni,TOTIN,Totale inattivi,9,Totale,2020,2191,,
A,Annuale,ITCD,Nord,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y15-29,15-29 anni,TOTIN,Totale inattivi,9,Totale,2021,2161,,
A,Annuale,ITCD,Nord,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y15-29,15-29 anni,TOTIN,Totale inattivi,9,Totale,2022,2095,,
A,Annuale,ITCD,Nord,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y15-29,15-29 anni,TOTIN,Totale inattivi,9,Totale,2023,2095,,
A,Annuale,ITCD,Nord,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y15-29,15-29 anni,TOTIN,Totale inattivi,9,Totale,2024,2180,,
A,Annuale,ITCD,Nord,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y15-29,15-29 anni,TOTIN,Totale inattivi,9,Totale,2025,2284,,
A,Annuale,ITCD,Nord,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y15-29,15-29 anni,LFP,Forze lavoro potenziali,9,Totale,2018,174,,
A,Annuale,ITCD,Nord,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y15-29,15-29 anni,LFP,Forze lavoro potenziali,9,Totale,2019,156,,
A,Annuale,ITCD,Nord,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y15-29,15-29 anni,LFP,Forze lavoro potenziali,9,Totale,2020,220,,
A,Annuale,ITCD,Nord,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y15-29,15-29 anni,LFP,Forze lavoro potenziali,9,Totale,2021,198,,
A,Annuale,ITCD,Nord,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y15-29,15-29 anni,LFP,Forze lavoro potenziali,9,Totale,2022,147,,
A,Annuale,ITCD,Nord,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y15-29,15-29 anni,LFP,Forze lavoro potenziali,9,Totale,2023,134,,
