FREQ,Frequenza,REF_AREA,Territorio,DATA_TYPE,Indicatore,SEX,Sesso,AGE,Età,EURO_LABOUR_STATUS,Condizione lavorativa europea,Y_STUDENT,Studente,TIME_PERIOD,Osservazione,OBS_STATUS,'Stato dell"'osservazione'
A,Annuale,IT,Italia,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y30-34,30-34 anni,EMP,Occupati,9,Totale,2024,2361,,
A,Annuale,IT,Italia,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y30-34,30-34 anni,EMP,Occupati,9,Totale,2025,2357,,
A,Annuale,IT,Italia,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y30-34,30-34 anni,UNEM,Disoccupati,0,No,2018,319,,
A,Annuale,IT,Italia,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y30-34,30-34 anni,UNEM,Disoccupati,0,No,2019,310,,
A,Annuale,IT,Italia,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y30-34,30-34 anni,UNEM,Disoccupati,0,No,2020,279,,
A,Annuale,IT,Italia,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y30-34,30-34 anni,UNEM,Disoccupati,0,No,2021,276,,
A,Annuale,IT,Italia,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y30-34,30-34 anni,UNEM,Disoccupati,0,No,2022,220,,
A,Annuale,IT,Italia,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y30-34,30-34 anni,UNEM,Disoccupati,0,No,2023,215,,
A,Annuale,IT,Italia,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y30-34,30-34 anni,UNEM,Disoccupati,0,No,2024,190,,
A,Annuale,IT,Italia,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y30-34,30-34 anni,UNEM,Disoccupati,0,No,2025,192,,
A,Annuale,IT,Italia,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y30-34,30-34 anni,UNEM,Disoccupati,1,Si,2018,10,,
A,Annuale,IT,Italia,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y30-34,30-34 anni,UNEM,Disoccupati,1,Si,2019,10,,
A,Annuale,IT,Italia,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y30-34,30-34 anni,UNEM,Disoccupati,1,Si,2020,10,,
A,Annuale,IT,Italia,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y30-34,30-34 anni,UNEM,Disoccupati,1,Si,2021,12,,
A,Annuale,IT,Italia,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y30-34,30-34 anni,UNEM,Disoccupati,1,Si,2022,12,,
A,Annuale,IT,Italia,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y30-34,30-34 anni,UNEM,Disoccupati,1,Si,2023,6,,
A,Annuale,IT,Italia,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y30-34,30-34 anni,UNEM,Disoccupati,1,Si,2024,5,,
A,Annuale,IT,Italia,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y30-34,30-34 anni,UNEM,Disoccupati,1,Si,2025,7,,
A,Annuale,IT,Italia,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y30-34,30-34 anni,UNEM,Disoccupati,9,Totale,2018,330,,
A,Annuale,IT,Italia,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y30-34,30-34 anni,UNEM,Disoccupati,9,Totale,2019,321,,
A,Annuale,IT,Italia,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y30-34,30-34 anni,UNEM,Disoccupati,9,Totale,2020,288,,
A,Annuale,IT,Italia,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y30-34,30-34 anni,UNEM,Disoccupati,9,Totale,2021,288,,
A,Annuale,IT,Italia,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y30-34,30-34 anni,UNEM,Disoccupati,9,Totale,2022,232,,
A,Annuale,IT,Italia,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y30-34,30-34 anni,UNEM,Disoccupati,9,Totale,2023,221,,
A,Annuale,IT,Italia,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y30-34,30-34 anni,UNEM,Disoccupati,9,Totale,2024,195,,
A,Annuale,IT,Italia,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y30-34,30-34 anni,UNEM,Disoccupati,9,Totale,2025,199,,
A,Annuale,IT,Italia,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y30-34,30-34 anni,TOTIN,Totale inattivi,0,No,2018,648,,
A,Annuale,IT,Italia,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y30-34,30-34 anni,TOTIN,Totale inattivi,0,No,2019,637,,
A,Annuale,IT,Italia,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y30-34,30-34 anni,TOTIN,Totale inattivi,0,No,2020,735,,
A,Annuale,IT,Italia,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y30-34,30-34 anni,TOTIN,Totale inattivi,0,No,2021,670,,
A,Annuale,IT,Italia,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y30-34,30-34 anni,TOTIN,Totale inattivi,0,No,2022,628,,
A,Annuale,IT,Italia,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y30-34,30-34 anni,TOTIN,Totale inattivi,0,No,2023,564,,
A,Annuale,IT,Italia,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y30-34,30-34 anni,TOTIN,Totale inattivi,0,No,2024,578,,
A,Annuale,IT,Italia,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y30-34,30-34 anni,TOTIN,Totale inattivi,0,No,2025,555,,
A,Annuale,IT,Italia,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y30-34,30-34 anni,TOTIN,Totale inattivi,1,Si,2018,65,,
A,Annuale,IT,Italia,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y30-34,30-34 anni,TOTIN,Totale inattivi,1,Si,2019,71,,
A,Annuale,IT,Italia,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y30-34,30-34 anni,TOTIN,Totale inattivi,1,Si,2020,70,,
A,Annuale,IT,Italia,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y30-34,30-34 anni,TOTIN,Totale inattivi,1,Si,2021,71,,
A,Annuale,IT,Italia,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y30-34,30-34 anni,TOTIN,Totale inattivi,1,Si,2022,63,,
A,Annuale,IT,Italia,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y30-34,30-34 anni,TOTIN,Totale inattivi,1,Si,2023,67,,
A,Annuale,IT,Italia,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y30-34,30-34 anni,TOTIN,Totale inattivi,1,Si,2024,61,,
A,Annuale,IT,Italia,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y30-34,30-34 anni,TOTIN,Totale inattivi,1,Si,2025,70,,
A,Annuale,IT,Italia,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y30-34,30-34 anni,TOTIN,Totale inattivi,9,Totale,2018,713,,
A,Annuale,IT,Italia,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y30-34,30-34 anni,TOTIN,Totale inattivi,9,Totale,2019,709,,
A,Annuale,IT,Italia,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y30-34,30-34 anni,TOTIN,Totale inattivi,9,Totale,2020,805,,
A,Annuale,IT,Italia,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y30-34,30-34 anni,TOTIN,Totale inattivi,9,Totale,2021,740,,
A,Annuale,IT,Italia,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y30-34,30-34 anni,TOTIN,Totale inattivi,9,Totale,2022,690,,
A,Annuale,IT,Italia,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y30-34,30-34 anni,TOTIN,Totale inattivi,9,Totale,2023,632,,
A,Annuale,IT,Italia,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y30-34,30-34 anni,TOTIN,Totale inattivi,9,Totale,2024,639,,
A,Annuale,IT,Italia,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y30-34,30-34 anni,TOTIN,Totale inattivi,9,Totale,2025,625,,
A,Annuale,IT,Italia,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y30-34,30-34 anni,LFP,Forze lavoro potenziali,0,No,2018,288,,
A,Annuale,IT,Italia,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y30-34,30-34 anni,LFP,Forze lavoro potenziali,0,No,2019,272,,
A,Annuale,IT,Italia,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y30-34,30-34 anni,LFP,Forze lavoro potenziali,0,No,2020,327,,
A,Annuale,IT,Italia,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y30-34,30-34 anni,LFP,Forze lavoro potenziali,0,No,2021,295,,
A,Annuale,IT,Italia,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y30-34,30-34 anni,LFP,Forze lavoro potenziali,0,No,2022,228,,
A,Annuale,IT,Italia,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y30-34,30-34 anni,LFP,Forze lavoro potenziali,0,No,2023,198,,
A,Annuale,IT,Italia,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y30-34,30-34 anni,LFP,Forze lavoro potenziali,0,No,2024,212,,
A,Annuale,IT,Italia,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y30-34,30-34 anni,LFP,Forze lavoro potenziali,0,No,2025,203,,
A,Annuale,IT,Italia,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y30-34,30-34 anni,LFP,Forze lavoro potenziali,1,Si,2018,12,,
A,Annuale,IT,Italia,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y30-34,30-34 anni,LFP,Forze lavoro potenziali,1,Si,2019,16,,
A,Annuale,IT,Italia,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y30-34,30-34 anni,LFP,Forze lavoro potenziali,1,Si,2020,14,,
A,Annuale,IT,Italia,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y30-34,30-34 anni,LFP,Forze lavoro potenziali,1,Si,2021,18,,
A,Annuale,IT,Italia,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y30-34,30-34 anni,LFP,Forze lavoro potenziali,1,Si,2022,11,,
A,Annuale,IT,Italia,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y30-34,30-34 anni,LFP,Forze lavoro potenziali,1,Si,2023,13,,
A,Annuale,IT,Italia,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y30-34,30-34 anni,LFP,Forze lavoro potenziali,1,Si,2024,7,,
A,Annuale,IT,Italia,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y30-34,30-34 anni,LFP,Forze lavoro potenziali,1,Si,2025,13,,
A,Annuale,IT,Italia,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y30-34,30-34 anni,LFP,Forze lavoro potenziali,9,Totale,2018,300,,
A,Annuale,IT,Italia,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y30-34,30-34 anni,LFP,Forze lavoro potenziali,9,Totale,2019,288,,
A,Annuale,IT,Italia,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y30-34,30-34 anni,LFP,Forze lavoro potenziali,9,Totale,2020,340,,
A,Annuale,IT,Italia,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y30-34,30-34 anni,LFP,Forze lavoro potenziali,9,Totale,2021,313,,
A,Annuale,IT,Italia,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y30-34,30-34 anni,LFP,Forze lavoro potenziali,9,Totale,2022,240,,
A,Annuale,IT,Italia,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y30-34,30-34 anni,LFP,Forze lavoro potenziali,9,Totale,2023,211,,
A,Annuale,IT,Italia,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y30-34,30-34 anni,LFP,Forze lavoro potenziali,9,Totale,2024,219,,
A,Annuale,IT,Italia,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y30-34,30-34 anni,LFP,Forze lavoro potenziali,9,Totale,2025,216,,
A,Annuale,IT,Italia,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y30-34,30-34 anni,NOT,Non cercano e non disponibili,0,No,2018,359,,
A,Annuale,IT,Italia,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y30-34,30-34 anni,NOT,Non cercano e non disponibili,0,No,2019,366,,
A,Annuale,IT,Italia,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y30-34,30-34 anni,NOT,Non cercano e non disponibili,0,No,2020,409,,
A,Annuale,IT,Italia,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y30-34,30-34 anni,NOT,Non cercano e non disponibili,0,No,2021,375,,
A,Annuale,IT,Italia,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y30-34,30-34 anni,NOT,Non cercano e non disponibili,0,No,2022,399,,
A,Annuale,IT,Italia,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y30-34,30-34 anni,NOT,Non cercano e non disponibili,0,No,2023,367,,
A,Annuale,IT,Italia,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y30-34,30-34 anni,NOT,Non cercano e non disponibili,0,No,2024,366,,
A,Annuale,IT,Italia,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y30-34,30-34 anni,NOT,Non cercano e non disponibili,0,No,2025,352,,
A,Annuale,IT,Italia,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y30-34,30-34 anni,NOT,Non cercano e non disponibili,1,Si,2018,53,,
A,Annuale,IT,Italia,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y30-34,30-34 anni,NOT,Non cercano e non disponibili,1,Si,2019,55,,
A,Annuale,IT,Italia,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y30-34,30-34 anni,NOT,Non cercano e non disponibili,1,Si,2020,56,,
A,Annuale,IT,Italia,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y30-34,30-34 anni,NOT,Non cercano e non disponibili,1,Si,2021,53,,
A,Annuale,IT,Italia,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y30-34,30-34 anni,NOT,Non cercano e non disponibili,1,Si,2022,51,,
A,Annuale,IT,Italia,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y30-34,30-34 anni,NOT,Non cercano e non disponibili,1,Si,2023,55,,
A,Annuale,IT,Italia,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y30-34,30-34 anni,NOT,Non cercano e non disponibili,1,Si,2024,54,,
A,Annuale,IT,Italia,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y30-34,30-34 anni,NOT,Non cercano e non disponibili,1,Si,2025,58,,
A,Annuale,IT,Italia,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y30-34,30-34 anni,NOT,Non cercano e non disponibili,9,Totale,2018,412,,
A,Annuale,IT,Italia,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y30-34,30-34 anni,NOT,Non cercano e non disponibili,9,Totale,2019,421,,
A,Annuale,IT,Italia,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y30-34,30-34 anni,NOT,Non cercano e non disponibili,9,Totale,2020,465,,
A,Annuale,IT,Italia,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y30-34,30-34 anni,NOT,Non cercano e non disponibili,9,Totale,2021,428,,
A,Annuale,IT,Italia,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y30-34,30-34 anni,NOT,Non cercano e non disponibili,9,Totale,2022,451,,
A,Annuale,IT,Italia,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y30-34,30-34 anni,NOT,Non cercano e non disponibili,9,Totale,2023,421,,
A,Annuale,IT,Italia,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y30-34,30-34 anni,NOT,Non cercano e non disponibili,9,Totale,2024,420,,
A,Annuale,IT,Italia,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y30-34,30-34 anni,NOT,Non cercano e non disponibili,9,Totale,2025,410,,
A,Annuale,IT,Italia,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y30-34,30-34 anni,TOT,Totale,0,No,2018,3193,,
A,Annuale,IT,Italia,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y30-34,30-34 anni,TOT,Totale,0,No,2019,3155,,
A,Annuale,IT,Italia,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y30-34,30-34 anni,TOT,Totale,0,No,2020,3117,,
A,Annuale,IT,Italia,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y30-34,30-34 anni,TOT,Totale,0,No,2021,3064,,
A,Annuale,IT,Italia,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y30-34,30-34 anni,TOT,Totale,0,No,2022,3039,,
A,Annuale,IT,Italia,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y30-34,30-34 anni,TOT,Totale,0,No,2023,3039,,
A,Annuale,IT,Italia,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y30-34,30-34 anni,TOT,Totale,0,No,2024,3062,,
A,Annuale,IT,Italia,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y30-34,30-34 anni,TOT,Totale,0,No,2025,3049,,
A,Annuale,IT,Italia,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y30-34,30-34 anni,TOT,Totale,1,Si,2018,128,,
A,Annuale,IT,Italia,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y30-34,30-34 anni,TOT,Totale,1,Si,2019,134,,
A,Annuale,IT,Italia,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y30-34,30-34 anni,TOT,Totale,1,Si,2020,136,,
A,Annuale,IT,Italia,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y30-34,30-34 anni,TOT,Totale,1,Si,2021,157,,
A,Annuale,IT,Italia,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y30-34,30-34 anni,TOT,Totale,1,Si,2022,152,,
A,Annuale,IT,Italia,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y30-34,30-34 anni,TOT,Totale,1,Si,2023,146,,
A,Annuale,IT,Italia,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y30-34,30-34 anni,TOT,Totale,1,Si,2024,133,,
A,Annuale,IT,Italia,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y30-34,30-34 anni,TOT,Totale,1,Si,2025,132,,
A,Annuale,IT,Italia,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y30-34,30-34 anni,TOT,Totale,9,Totale,2018,3322,,
A,Annuale,IT,Italia,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y30-34,30-34 anni,TOT,Totale,9,Totale,2019,3289,,
A,Annuale,IT,Italia,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y30-34,30-34 anni,TOT,Totale,9,Totale,2020,3253,,
A,Annuale,IT,Italia,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y30-34,30-34 anni,TOT,Totale,9,Totale,2021,3221,,
A,Annuale,IT,Italia,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y30-34,30-34 anni,TOT,Totale,9,Totale,2022,3191,,
A,Annuale,IT,Italia,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y30-34,30-34 anni,TOT,Totale,9,Totale,2023,3185,,
A,Annuale,IT,Italia,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y30-34,30-34 anni,TOT,Totale,9,Totale,2024,3195,,
A,Annuale,IT,Italia,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y30-34,30-34 anni,TOT,Totale,9,Totale,2025,3181,,
A,Annuale,IT,Italia,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y25-34,25-34 anni,LF,Forze lavoro,0,No,2018,4592,,
A,Annuale,IT,Italia,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y25-34,25-34 anni,LF,Forze lavoro,0,No,2019,4544,,
A,Annuale,IT,Italia,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y25-34,25-34 anni,LF,Forze lavoro,0,No,2020,4262,,
A,Annuale,IT,Italia,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y25-34,25-34 anni,LF,Forze lavoro,0,No,2021,4330,,
A,Annuale,IT,Italia,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y25-34,25-34 anni,LF,Forze lavoro,0,No,2022,4359,,
A,Annuale,IT,Italia,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y25-34,25-34 anni,LF,Forze lavoro,0,No,2023,4426,,
A,Annuale,IT,Italia,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y25-34,25-34 anni,LF,Forze lavoro,0,No,2024,4453,,
A,Annuale,IT,Italia,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y25-34,25-34 anni,LF,Forze lavoro,0,No,2025,4457,,
A,Annuale,IT,Italia,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y25-34,25-34 anni,LF,Forze lavoro,1,Si,2018,182,,
A,Annuale,IT,Italia,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y25-34,25-34 anni,LF,Forze lavoro,1,Si,2019,181,,
A,Annuale,IT,Italia,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y25-34,25-34 anni,LF,Forze lavoro,1,Si,2020,193,,
A,Annuale,IT,Italia,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y25-34,25-34 anni,LF,Forze lavoro,1,Si,2021,231,,
A,Annuale,IT,Italia,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y25-34,25-34 anni,LF,Forze lavoro,1,Si,2022,252,,
A,Annuale,IT,Italia,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y25-34,25-34 anni,LF,Forze lavoro,1,Si,2023,243,,
A,Annuale,IT,Italia,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y25-34,25-34 anni,LF,Forze lavoro,1,Si,2024,215,,
A,Annuale,IT,Italia,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y25-34,25-34 anni,LF,Forze lavoro,1,Si,2025,194,,
A,Annuale,IT,Italia,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y25-34,25-34 anni,LF,Forze lavoro,9,Totale,2017,4852,,
A,Annuale,IT,Italia,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y25-34,25-34 anni,LF,Forze lavoro,9,Totale,2018,4774,,
A,Annuale,IT,Italia,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y25-34,25-34 anni,LF,Forze lavoro,9,Totale,2019,4725,,
A,Annuale,IT,Italia,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y25-34,25-34 anni,LF,Forze lavoro,9,Totale,2020,4454,,
A,Annuale,IT,Italia,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y25-34,25-34 anni,LF,Forze lavoro,9,Totale,2021,4561,,
A,Annuale,IT,Italia,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y25-34,25-34 anni,LF,Forze lavoro,9,Totale,2022,4611,,
A,Annuale,IT,Italia,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y25-34,25-34 anni,LF,Forze lavoro,9,Totale,2023,4669,,
A,Annuale,IT,Italia,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y25-34,25-34 anni,LF,Forze lavoro,9,Totale,2024,4668,,
A,Annuale,IT,Italia,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y25-34,25-34 anni,LF,Forze lavoro,9,Totale,2025,4650,,
A,Annuale,IT,Italia,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y25-34,25-34 anni,EMP,Occupati,0,No,2018,3874,,
A,Annuale,IT,Italia,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y25-34,25-34 anni,EMP,Occupati,0,No,2019,3877,,
A,Annuale,IT,Italia,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y25-34,25-34 anni,EMP,Occupati,0,No,2020,3654,,
A,Annuale,IT,Italia,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y25-34,25-34 anni,EMP,Occupati,0,No,2021,3723,,
A,Annuale,IT,Italia,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y25-34,25-34 anni,EMP,Occupati,0,No,2022,3866,,
A,Annuale,IT,Italia,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y25-34,25-34 anni,EMP,Occupati,0,No,2023,3967,,
A,Annuale,IT,Italia,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y25-34,25-34 anni,EMP,Occupati,0,No,2024,4050,,
A,Annuale,IT,Italia,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y25-34,25-34 anni,EMP,Occupati,0,No,2025,4062,,
A,Annuale,IT,Italia,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y25-34,25-34 anni,EMP,Occupati,1,Si,2018,147,,
A,Annuale,IT,Italia,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y25-34,25-34 anni,EMP,Occupati,1,Si,2019,151,,
A,Annuale,IT,Italia,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y25-34,25-34 anni,EMP,Occupati,1,Si,2020,164,,
A,Annuale,IT,Italia,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y25-34,25-34 anni,EMP,Occupati,1,Si,2021,194,,
A,Annuale,IT,Italia,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y25-34,25-34 anni,EMP,Occupati,1,Si,2022,219,,
A,Annuale,IT,Italia,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y25-34,25-34 anni,EMP,Occupati,1,Si,2023,220,,
A,Annuale,IT,Italia,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y25-34,25-34 anni,EMP,Occupati,1,Si,2024,193,,
A,Annuale,IT,Italia,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y25-34,25-34 anni,EMP,Occupati,1,Si,2025,170,,
A,Annuale,IT,Italia,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y25-34,25-34 anni,EMP,Occupati,9,Totale,2017,4028,,
A,Annuale,IT,Italia,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y25-34,25-34 anni,EMP,Occupati,9,Totale,2018,4021,,
A,Annuale,IT,Italia,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y25-34,25-34 anni,EMP,Occupati,9,Totale,2019,4028,,
A,Annuale,IT,Italia,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y25-34,25-34 anni,EMP,Occupati,9,Totale,2020,3817,,
A,Annuale,IT,Italia,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y25-34,25-34 anni,EMP,Occupati,9,Totale,2021,3917,,
A,Annuale,IT,Italia,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y25-34,25-34 anni,EMP,Occupati,9,Totale,2022,4085,,
A,Annuale,IT,Italia,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y25-34,25-34 anni,EMP,Occupati,9,Totale,2023,4187,,
A,Annuale,IT,Italia,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y25-34,25-34 anni,EMP,Occupati,9,Totale,2024,4242,,
A,Annuale,IT,Italia,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y25-34,25-34 anni,EMP,Occupati,9,Totale,2025,4232,,
A,Annuale,IT,Italia,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y25-34,25-34 anni,UNEM,Disoccupati,0,No,2018,718,,
A,Annuale,IT,Italia,POP,Popolazione 0 anni e più (in migliaia),9,Totale,Y25-34,25-34 anni,UNEM,Disoccupati,0,No,2019,667,,
