territorio,sesso,fascia_eta,condizione_lavorativa,status_studente,anno,valore_migliaia
Centro,Femmine,15-74 anni,Totale,No,2022,3933
Centro,Femmine,15-74 anni,Totale,No,2023,3880
Centro,Femmine,15-74 anni,Totale,No,2024,3902
Centro,Femmine,15-74 anni,Totale,No,2025,3887
Centro,Femmine,15-74 anni,Totale,Si,2018,454
Centro,Femmine,15-74 anni,Totale,Si,2019,465
Centro,Femmine,15-74 anni,Totale,Si,2020,482
Centro,Femmine,15-74 anni,Totale,Si,2021,480
Centro,Femmine,15-74 anni,Totale,Si,2022,504
Centro,Femmine,15-74 anni,Totale,Si,2023,527
Centro,Femmine,15-74 anni,Totale,Si,2024,518
Centro,Femmine,15-74 anni,Totale,Si,2025,526
Centro,Femmine,15-74 anni,Totale,Totale,2017,4512
Centro,Femmine,15-74 anni,Totale,Totale,2018,4502
Centro,Femmine,15-74 anni,Totale,Totale,2019,4491
Centro,Femmine,15-74 anni,Totale,Totale,2020,4479
Centro,Femmine,15-74 anni,Totale,Totale,2021,4459
Centro,Femmine,15-74 anni,Totale,Totale,2022,4437
Centro,Femmine,15-74 anni,Totale,Totale,2023,4407
Centro,Femmine,15-74 anni,Totale,Totale,2024,4420
Centro,Femmine,15-74 anni,Totale,Totale,2025,4413
Centro,Femmine,15-89 anni,Forze lavoro,No,2018,2368
Centro,Femmine,15-89 anni,Forze lavoro,No,2019,2356
Centro,Femmine,15-89 anni,Forze lavoro,No,2020,2250
Centro,Femmine,15-89 anni,Forze lavoro,No,2021,2262
Centro,Femmine,15-89 anni,Forze lavoro,No,2022,2300
Centro,Femmine,15-89 anni,Forze lavoro,No,2023,2308
Centro,Femmine,15-89 anni,Forze lavoro,No,2024,2340
Centro,Femmine,15-89 anni,Forze lavoro,No,2025,2357
Centro,Femmine,15-89 anni,Forze lavoro,Si,2018,48
Centro,Femmine,15-89 anni,Forze lavoro,Si,2019,60
Centro,Femmine,15-89 anni,Forze lavoro,Si,2020,60
Centro,Femmine,15-89 anni,Forze lavoro,Si,2021,73
Centro,Femmine,15-89 anni,Forze lavoro,Si,2022,85
Centro,Femmine,15-89 anni,Forze lavoro,Si,2023,82
Centro,Femmine,15-89 anni,Forze lavoro,Si,2024,73
Centro,Femmine,15-89 anni,Forze lavoro,Si,2025,64
Centro,Femmine,15-89 anni,Forze lavoro,Totale,2017,2413
Centro,Femmine,15-89 anni,Forze lavoro,Totale,2018,2416
Centro,Femmine,15-89 anni,Forze lavoro,Totale,2019,2416
Centro,Femmine,15-89 anni,Forze lavoro,Totale,2020,2310
Centro,Femmine,15-89 anni,Forze lavoro,Totale,2021,2335
Centro,Femmine,15-89 anni,Forze lavoro,Totale,2022,2386
Centro,Femmine,15-89 anni,Forze lavoro,Totale,2023,2390
Centro,Femmine,15-89 anni,Forze lavoro,Totale,2024,2412
Centro,Femmine,15-89 anni,Forze lavoro,Totale,2025,2421
Centro,Femmine,15-89 anni,Occupati,No,2018,2124
Centro,Femmine,15-89 anni,Occupati,No,2019,2134
Centro,Femmine,15-89 anni,Occupati,No,2020,2049
Centro,Femmine,15-89 anni,Occupati,No,2021,2047
Centro,Femmine,15-89 anni,Occupati,No,2022,2114
Centro,Femmine,15-89 anni,Occupati,No,2023,2139
Centro,Femmine,15-89 anni,Occupati,No,2024,2195
Centro,Femmine,15-89 anni,Occupati,No,2025,2232
Centro,Femmine,15-89 anni,Occupati,Si,2018,40
Centro,Femmine,15-89 anni,Occupati,Si,2019,52
Centro,Femmine,15-89 anni,Occupati,Si,2020,50
Centro,Femmine,15-89 anni,Occupati,Si,2021,62
Centro,Femmine,15-89 anni,Occupati,Si,2022,77
Centro,Femmine,15-89 anni,Occupati,Si,2023,72
Centro,Femmine,15-89 anni,Occupati,Si,2024,65
Centro,Femmine,15-89 anni,Occupati,Si,2025,56
Centro,Femmine,15-89 anni,Occupati,Totale,2017,2146
Centro,Femmine,15-89 anni,Occupati,Totale,2018,2164
Centro,Femmine,15-89 anni,Occupati,Totale,2019,2186
Centro,Femmine,15-89 anni,Occupati,Totale,2020,2099
Centro,Femmine,15-89 anni,Occupati,Totale,2021,2109
Centro,Femmine,15-89 anni,Occupati,Totale,2022,2191
Centro,Femmine,15-89 anni,Occupati,Totale,2023,2210
Centro,Femmine,15-89 anni,Occupati,Totale,2024,2260
Centro,Femmine,15-89 anni,Occupati,Totale,2025,2288
Centro,Femmine,15-89 anni,Disoccupati,No,2018,244
Centro,Femmine,15-89 anni,Disoccupati,No,2019,222
Centro,Femmine,15-89 anni,Disoccupati,No,2020,201
Centro,Femmine,15-89 anni,Disoccupati,No,2021,215
Centro,Femmine,15-89 anni,Disoccupati,No,2022,186
Centro,Femmine,15-89 anni,Disoccupati,No,2023,169
Centro,Femmine,15-89 anni,Disoccupati,No,2024,145
Centro,Femmine,15-89 anni,Disoccupati,No,2025,125
Centro,Femmine,15-89 anni,Disoccupati,Si,2018,8
Centro,Femmine,15-89 anni,Disoccupati,Si,2019,8
Centro,Femmine,15-89 anni,Disoccupati,Si,2020,9
Centro,Femmine,15-89 anni,Disoccupati,Si,2021,12
Centro,Femmine,15-89 anni,Disoccupati,Si,2022,9
Centro,Femmine,15-89 anni,Disoccupati,Si,2023,10
Centro,Femmine,15-89 anni,Disoccupati,Si,2024,8
Centro,Femmine,15-89 anni,Disoccupati,Si,2025,8
Centro,Femmine,15-89 anni,Disoccupati,Totale,2017,266
Centro,Femmine,15-89 anni,Disoccupati,Totale,2018,251
Centro,Femmine,15-89 anni,Disoccupati,Totale,2019,230
Centro,Femmine,15-89 anni,Disoccupati,Totale,2020,211
Centro,Femmine,15-89 anni,Disoccupati,Totale,2021,227
Centro,Femmine,15-89 anni,Disoccupati,Totale,2022,195
Centro,Femmine,15-89 anni,Disoccupati,Totale,2023,180
Centro,Femmine,15-89 anni,Disoccupati,Totale,2024,153
Centro,Femmine,15-89 anni,Disoccupati,Totale,2025,133
Centro,Femmine,15-89 anni,Totale inattivi,No,2018,2425
Centro,Femmine,15-89 anni,Totale inattivi,No,2019,2415
Centro,Femmine,15-89 anni,Totale inattivi,No,2020,2492
Centro,Femmine,15-89 anni,Totale inattivi,No,2021,2462
Centro,Femmine,15-89 anni,Totale inattivi,No,2022,2386
Centro,Femmine,15-89 anni,Totale inattivi,No,2023,2335
Centro,Femmine,15-89 anni,Totale inattivi,No,2024,2333
Centro,Femmine,15-89 anni,Totale inattivi,No,2025,2309
Centro,Femmine,15-89 anni,Totale inattivi,Si,2018,407
Centro,Femmine,15-89 anni,Totale inattivi,Si,2019,405
Centro,Femmine,15-89 anni,Totale inattivi,Si,2020,422
Centro,Femmine,15-89 anni,Totale inattivi,Si,2021,406
Centro,Femmine,15-89 anni,Totale inattivi,Si,2022,419
Centro,Femmine,15-89 anni,Totale inattivi,Si,2023,445
Centro,Femmine,15-89 anni,Totale inattivi,Si,2024,445
Centro,Femmine,15-89 anni,Totale inattivi,Si,2025,462
Centro,Femmine,15-89 anni,Totale inattivi,Totale,2017,2845
Centro,Femmine,15-89 anni,Totale inattivi,Totale,2018,2831
Centro,Femmine,15-89 anni,Totale inattivi,Totale,2019,2820
Centro,Femmine,15-89 anni,Totale inattivi,Totale,2020,2914
Centro,Femmine,15-89 anni,Totale inattivi,Totale,2021,2869
Centro,Femmine,15-89 anni,Totale inattivi,Totale,2022,2805
Centro,Femmine,15-89 anni,Totale inattivi,Totale,2023,2781
Centro,Femmine,15-89 anni,Totale inattivi,Totale,2024,2778
Centro,Femmine,15-89 anni,Totale inattivi,Totale,2025,2771
Centro,Femmine,15-89 anni,Forze lavoro potenziali,No,2018,241
Centro,Femmine,15-89 anni,Forze lavoro potenziali,No,2019,236
Centro,Femmine,15-89 anni,Forze lavoro potenziali,No,2020,267
Centro,Femmine,15-89 anni,Forze lavoro potenziali,No,2021,269
Centro,Femmine,15-89 anni,Forze lavoro potenziali,No,2022,189
Centro,Femmine,15-89 anni,Forze lavoro potenziali,No,2023,169
Centro,Femmine,15-89 anni,Forze lavoro potenziali,No,2024,146
Centro,Femmine,15-89 anni,Forze lavoro potenziali,No,2025,151
Centro,Femmine,15-89 anni,Forze lavoro potenziali,Si,2018,15
Centro,Femmine,15-89 anni,Forze lavoro potenziali,Si,2019,16
Centro,Femmine,15-89 anni,Forze lavoro potenziali,Si,2020,18
Centro,Femmine,15-89 anni,Forze lavoro potenziali,Si,2021,18
Centro,Femmine,15-89 anni,Forze lavoro potenziali,Si,2022,16
Centro,Femmine,15-89 anni,Forze lavoro potenziali,Si,2023,13
Centro,Femmine,15-89 anni,Forze lavoro potenziali,Si,2024,13
Centro,Femmine,15-89 anni,Forze lavoro potenziali,Si,2025,15
Centro,Femmine,15-89 anni,Forze lavoro potenziali,Totale,2018,256
Centro,Femmine,15-89 anni,Forze lavoro potenziali,Totale,2019,252
Centro,Femmine,15-89 anni,Forze lavoro potenziali,Totale,2020,285
Centro,Femmine,15-89 anni,Forze lavoro potenziali,Totale,2021,286
Centro,Femmine,15-89 anni,Forze lavoro potenziali,Totale,2022,204
Centro,Femmine,15-89 anni,Forze lavoro potenziali,Totale,2023,182
Centro,Femmine,15-89 anni,Forze lavoro potenziali,Totale,2024,159
Centro,Femmine,15-89 anni,Forze lavoro potenziali,Totale,2025,166
Centro,Femmine,15-89 anni,Non cercano e non disponibili,No,2018,2183
Centro,Femmine,15-89 anni,Non cercano e non disponibili,No,2019,2179
Centro,Femmine,15-89 anni,Non cercano e non disponibili,No,2020,2225
Centro,Femmine,15-89 anni,Non cercano e non disponibili,No,2021,2194
Centro,Femmine,15-89 anni,Non cercano e non disponibili,No,2022,2197
Centro,Femmine,15-89 anni,Non cercano e non disponibili,No,2023,2167
Centro,Femmine,15-89 anni,Non cercano e non disponibili,No,2024,2187
Centro,Femmine,15-89 anni,Non cercano e non disponibili,No,2025,2158
Centro,Femmine,15-89 anni,Non cercano e non disponibili,Si,2018,392
Centro,Femmine,15-89 anni,Non cercano e non disponibili,Si,2019,389
Centro,Femmine,15-89 anni,Non cercano e non disponibili,Si,2020,405
Centro,Femmine,15-89 anni,Non cercano e non disponibili,Si,2021,389
Centro,Femmine,15-89 anni,Non cercano e non disponibili,Si,2022,403
Centro,Femmine,15-89 anni,Non cercano e non disponibili,Si,2023,432
Centro,Femmine,15-89 anni,Non cercano e non disponibili,Si,2024,432
Centro,Femmine,15-89 anni,Non cercano e non disponibili,Si,2025,447
Centro,Femmine,15-89 anni,Non cercano e non disponibili,Totale,2018,2575
Centro,Femmine,15-89 anni,Non cercano e non disponibili,Totale,2019,2568
Centro,Femmine,15-89 anni,Non cercano e non disponibili,Totale,2020,2629
Centro,Femmine,15-89 anni,Non cercano e non disponibili,Totale,2021,2582
Centro,Femmine,15-89 anni,Non cercano e non disponibili,Totale,2022,2601
Centro,Femmine,15-89 anni,Non cercano e non disponibili,Totale,2023,2599
Centro,Femmine,15-89 anni,Non cercano e non disponibili,Totale,2024,2619
Centro,Femmine,15-89 anni,Non cercano e non disponibili,Totale,2025,2605
Centro,Femmine,15-89 anni,Totale,No,2018,4792
Centro,Femmine,15-89 anni,Totale,No,2019,4771
Centro,Femmine,15-89 anni,Totale,No,2020,4742
Centro,Femmine,15-89 anni,Totale,No,2021,4724
Centro,Femmine,15-89 anni,Totale,No,2022,4686
Centro,Femmine,15-89 anni,Totale,No,2023,4643
Centro,Femmine,15-89 anni,Totale,No,2024,4672
Centro,Femmine,15-89 anni,Totale,No,2025,4666
Centro,Femmine,15-89 anni,Totale,Si,2018,454
Centro,Femmine,15-89 anni,Totale,Si,2019,465
Centro,Femmine,15-89 anni,Totale,Si,2020,482
Centro,Femmine,15-89 anni,Totale,Si,2021,480
Centro,Femmine,15-89 anni,Totale,Si,2022,504
Centro,Femmine,15-89 anni,Totale,Si,2023,527
Centro,Femmine,15-89 anni,Totale,Si,2024,518
Centro,Femmine,15-89 anni,Totale,Si,2025,526
Centro,Femmine,15-89 anni,Totale,Totale,2017,5258
Centro,Femmine,15-89 anni,Totale,Totale,2018,5247
Centro,Femmine,15-89 anni,Totale,Totale,2019,5237
Centro,Femmine,15-89 anni,Totale,Totale,2020,5224
Centro,Femmine,15-89 anni,Totale,Totale,2021,5204
Centro,Femmine,15-89 anni,Totale,Totale,2022,5191
Centro,Femmine,15-89 anni,Totale,Totale,2023,5171
Centro,Femmine,15-89 anni,Totale,Totale,2024,5190
Centro,Femmine,15-89 anni,Totale,Totale,2025,5192
Centro,Totale,15-19 anni,Forze lavoro,Totale,2018,32
Centro,Totale,15-19 anni,Forze lavoro,Totale,2019,30
Centro,Totale,15-19 anni,Forze lavoro,Totale,2020,23
Centro,Totale,15-19 anni,Forze lavoro,Totale,2021,29
Centro,Totale,15-19 anni,Forze lavoro,Totale,2022,29
Centro,Totale,15-19 anni,Forze lavoro,Totale,2023,35
Centro,Totale,15-19 anni,Forze lavoro,Totale,2024,35
Centro,Totale,15-19 anni,Forze lavoro,Totale,2025,23
Centro,Totale,15-19 anni,Occupati,Totale,2018,15
Centro,Totale,15-19 anni,Occupati,Totale,2019,17
Centro,Totale,15-19 anni,Occupati,Totale,2020,11
Centro,Totale,15-19 anni,Occupati,Totale,2021,14
Centro,Totale,15-19 anni,Occupati,Totale,2022,18
Centro,Totale,15-19 anni,Occupati,Totale,2023,24
Centro,Totale,15-19 anni,Occupati,Totale,2024,25
Centro,Totale,15-19 anni,Occupati,Totale,2025,16
Centro,Totale,15-19 anni,Disoccupati,Totale,2018,17
Centro,Totale,15-19 anni,Disoccupati,Totale,2019,13
Centro,Totale,15-19 anni,Disoccupati,Totale,2020,12
Centro,Totale,15-19 anni,Disoccupati,Totale,2021,15
Centro,Totale,15-19 anni,Disoccupati,Totale,2022,11
Centro,Totale,15-19 anni,Disoccupati,Totale,2023,11
Centro,Totale,15-19 anni,Disoccupati,Totale,2024,10
Centro,Totale,15-19 anni,Disoccupati,Totale,2025,7
Centro,Totale,15-19 anni,Totale inattivi,Totale,2018,498
Centro,Totale,15-19 anni,Totale inattivi,Totale,2019,502
Centro,Totale,15-19 anni,Totale inattivi,Totale,2020,512
Centro,Totale,15-19 anni,Totale inattivi,Totale,2021,509
Centro,Totale,15-19 anni,Totale inattivi,Totale,2022,516
Centro,Totale,15-19 anni,Totale inattivi,Totale,2023,519
Centro,Totale,15-19 anni,Totale inattivi,Totale,2024,525
Centro,Totale,15-19 anni,Totale inattivi,Totale,2025,542
Centro,Totale,15-19 anni,Forze lavoro potenziali,Totale,2018,11
Centro,Totale,15-19 anni,Forze lavoro potenziali,Totale,2019,16
Centro,Totale,15-19 anni,Forze lavoro potenziali,Totale,2020,14
Centro,Totale,15-19 anni,Forze lavoro potenziali,Totale,2021,13
Centro,Totale,15-19 anni,Forze lavoro potenziali,Totale,2022,12
Centro,Totale,15-19 anni,Forze lavoro potenziali,Totale,2023,11
Centro,Totale,15-19 anni,Forze lavoro potenziali,Totale,2024,11
Centro,Totale,15-19 anni,Forze lavoro potenziali,Totale,2025,11
Centro,Totale,15-19 anni,Non cercano e non disponibili,Totale,2018,487
Centro,Totale,15-19 anni,Non cercano e non disponibili,Totale,2019,486
Centro,Totale,15-19 anni,Non cercano e non disponibili,Totale,2020,498
Centro,Totale,15-19 anni,Non cercano e non disponibili,Totale,2021,496
Centro,Totale,15-19 anni,Non cercano e non disponibili,Totale,2022,505
Centro,Totale,15-19 anni,Non cercano e non disponibili,Totale,2023,508
Centro,Totale,15-19 anni,Non cercano e non disponibili,Totale,2024,514
Centro,Totale,15-19 anni,Non cercano e non disponibili,Totale,2025,531
Centro,Totale,15-19 anni,Totale,Totale,2018,531
Centro,Totale,15-19 anni,Totale,Totale,2019,532
Centro,Totale,15-19 anni,Totale,Totale,2020,535
Centro,Totale,15-19 anni,Totale,Totale,2021,538
Centro,Totale,15-19 anni,Totale,Totale,2022,546
Centro,Totale,15-19 anni,Totale,Totale,2023,554
Centro,Totale,15-19 anni,Totale,Totale,2024,559
Centro,Totale,15-19 anni,Totale,Totale,2025,565
Centro,Totale,20-24 anni,Forze lavoro,Totale,2018,236
Centro,Totale,20-24 anni,Forze lavoro,Totale,2019,230
Centro,Totale,20-24 anni,Forze lavoro,Totale,2020,221
Centro,Totale,20-24 anni,Forze lavoro,Totale,2021,235
Centro,Totale,20-24 anni,Forze lavoro,Totale,2022,254
Centro,Totale,20-24 anni,Forze lavoro,Totale,2023,240
Centro,Totale,20-24 anni,Forze lavoro,Totale,2024,243
Centro,Totale,20-24 anni,Forze lavoro,Totale,2025,215
Centro,Totale,20-24 anni,Occupati,Totale,2018,175
Centro,Totale,20-24 anni,Occupati,Totale,2019,174
Centro,Totale,20-24 anni,Occupati,Totale,2020,159
Centro,Totale,20-24 anni,Occupati,Totale,2021,173
Centro,Totale,20-24 anni,Occupati,Totale,2022,201
Centro,Totale,20-24 anni,Occupati,Totale,2023,198
Centro,Totale,20-24 anni,Occupati,Totale,2024,202
Centro,Totale,20-24 anni,Occupati,Totale,2025,177
Centro,Totale,20-24 anni,Disoccupati,Totale,2018,61
Centro,Totale,20-24 anni,Disoccupati,Totale,2019,56
Centro,Totale,20-24 anni,Disoccupati,Totale,2020,62
Centro,Totale,20-24 anni,Disoccupati,Totale,2021,62
Centro,Totale,20-24 anni,Disoccupati,Totale,2022,53
Centro,Totale,20-24 anni,Disoccupati,Totale,2023,42
Centro,Totale,20-24 anni,Disoccupati,Totale,2024,41
Centro,Totale,20-24 anni,Disoccupati,Totale,2025,38
Centro,Totale,20-24 anni,Totale inattivi,Totale,2018,305
Centro,Totale,20-24 anni,Totale inattivi,Totale,2019,312
Centro,Totale,20-24 anni,Totale inattivi,Totale,2020,320
Centro,Totale,20-24 anni,Totale inattivi,Totale,2021,309
Centro,Totale,20-24 anni,Totale inattivi,Totale,2022,294
Centro,Totale,20-24 anni,Totale inattivi,Totale,2023,304
Centro,Totale,20-24 anni,Totale inattivi,Totale,2024,305
Centro,Totale,20-24 anni,Totale inattivi,Totale,2025,337
Centro,Totale,20-24 anni,Forze lavoro potenziali,Totale,2018,45
Centro,Totale,20-24 anni,Forze lavoro potenziali,Totale,2019,44
Centro,Totale,20-24 anni,Forze lavoro potenziali,Totale,2020,52
Centro,Totale,20-24 anni,Forze lavoro potenziali,Totale,2021,47
Centro,Totale,20-24 anni,Forze lavoro potenziali,Totale,2022,32
Centro,Totale,20-24 anni,Forze lavoro potenziali,Totale,2023,33
Centro,Totale,20-24 anni,Forze lavoro potenziali,Totale,2024,30
Centro,Totale,20-24 anni,Forze lavoro potenziali,Totale,2025,34
Centro,Totale,20-24 anni,Non cercano e non disponibili,Totale,2018,260
Centro,Totale,20-24 anni,Non cercano e non disponibili,Totale,2019,268
Centro,Totale,20-24 anni,Non cercano e non disponibili,Totale,2020,268
Centro,Totale,20-24 anni,Non cercano e non disponibili,Totale,2021,262
Centro,Totale,20-24 anni,Non cercano e non disponibili,Totale,2022,263
Centro,Totale,20-24 anni,Non cercano e non disponibili,Totale,2023,271
Centro,Totale,20-24 anni,Non cercano e non disponibili,Totale,2024,275
Centro,Totale,20-24 anni,Non cercano e non disponibili,Totale,2025,303
Centro,Totale,20-24 anni,Totale,Totale,2018,541
Centro,Totale,20-24 anni,Totale,Totale,2019,542
Centro,Totale,20-24 anni,Totale,Totale,2020,541
Centro,Totale,20-24 anni,Totale,Totale,2021,544
Centro,Totale,20-24 anni,Totale,Totale,2022,548
Centro,Totale,20-24 anni,Totale,Totale,2023,544
Centro,Totale,20-24 anni,Totale,Totale,2024,548
Centro,Totale,20-24 anni,Totale,Totale,2025,553
Centro,Totale,15-24 anni,Forze lavoro,Totale,2017,280
Centro,Totale,15-24 anni,Forze lavoro,Totale,2018,269
Centro,Totale,15-24 anni,Forze lavoro,Totale,2019,260
Centro,Totale,15-24 anni,Forze lavoro,Totale,2020,244
Centro,Totale,15-24 anni,Forze lavoro,Totale,2021,265
Centro,Totale,15-24 anni,Forze lavoro,Totale,2022,283
Centro,Totale,15-24 anni,Forze lavoro,Totale,2023,275
Centro,Totale,15-24 anni,Forze lavoro,Totale,2024,278
Centro,Totale,15-24 anni,Forze lavoro,Totale,2025,238
Centro,Totale,15-24 anni,Occupati,Totale,2017,189
Centro,Totale,15-24 anni,Occupati,Totale,2018,190
Centro,Totale,15-24 anni,Occupati,Totale,2019,191
Centro,Totale,15-24 anni,Occupati,Totale,2020,170
Centro,Totale,15-24 anni,Occupati,Totale,2021,187
Centro,Totale,15-24 anni,Occupati,Totale,2022,219
Centro,Totale,15-24 anni,Occupati,Totale,2023,222
Centro,Totale,15-24 anni,Occupati,Totale,2024,227
Centro,Totale,15-24 anni,Occupati,Totale,2025,193
Centro,Totale,15-24 anni,Disoccupati,Totale,2017,91
Centro,Totale,15-24 anni,Disoccupati,Totale,2018,78
Centro,Totale,15-24 anni,Disoccupati,Totale,2019,69
Centro,Totale,15-24 anni,Disoccupati,Totale,2020,74
Centro,Totale,15-24 anni,Disoccupati,Totale,2021,78
Centro,Totale,15-24 anni,Disoccupati,Totale,2022,64
Centro,Totale,15-24 anni,Disoccupati,Totale,2023,54
Centro,Totale,15-24 anni,Disoccupati,Totale,2024,50
Centro,Totale,15-24 anni,Disoccupati,Totale,2025,45
Centro,Totale,15-24 anni,Totale inattivi,Totale,2017,791
Centro,Totale,15-24 anni,Totale inattivi,Totale,2018,803
Centro,Totale,15-24 anni,Totale inattivi,Totale,2019,814
Centro,Totale,15-24 anni,Totale inattivi,Totale,2020,833
Centro,Totale,15-24 anni,Totale inattivi,Totale,2021,818
Centro,Totale,15-24 anni,Totale inattivi,Totale,2022,810
Centro,Totale,15-24 anni,Totale inattivi,Totale,2023,823
Centro,Totale,15-24 anni,Totale inattivi,Totale,2024,829
Centro,Totale,15-24 anni,Totale inattivi,Totale,2025,880
Centro,Totale,15-24 anni,Forze lavoro potenziali,Totale,2018,56
Centro,Totale,15-24 anni,Forze lavoro potenziali,Totale,2019,60
Centro,Totale,15-24 anni,Forze lavoro potenziali,Totale,2020,66
Centro,Totale,15-24 anni,Forze lavoro potenziali,Totale,2021,60
Centro,Totale,15-24 anni,Forze lavoro potenziali,Totale,2022,43
Centro,Totale,15-24 anni,Forze lavoro potenziali,Totale,2023,44
Centro,Totale,15-24 anni,Forze lavoro potenziali,Totale,2024,40
Centro,Totale,15-24 anni,Forze lavoro potenziali,Totale,2025,45
Centro,Totale,15-24 anni,Non cercano e non disponibili,Totale,2018,747
Centro,Totale,15-24 anni,Non cercano e non disponibili,Totale,2019,754
Centro,Totale,15-24 anni,Non cercano e non disponibili,Totale,2020,767
Centro,Totale,15-24 anni,Non cercano e non disponibili,Totale,2021,758
Centro,Totale,15-24 anni,Non cercano e non disponibili,Totale,2022,767
Centro,Totale,15-24 anni,Non cercano e non disponibili,Totale,2023,779
Centro,Totale,15-24 anni,Non cercano e non disponibili,Totale,2024,789
Centro,Totale,15-24 anni,Non cercano e non disponibili,Totale,2025,834
Centro,Totale,15-24 anni,Totale,Totale,2017,1071
Centro,Totale,15-24 anni,Totale,Totale,2018,1072
Centro,Totale,15-24 anni,Totale,Totale,2019,1074
Centro,Totale,15-24 anni,Totale,Totale,2020,1077
Centro,Totale,15-24 anni,Totale,Totale,2021,1082
Centro,Totale,15-24 anni,Totale,Totale,2022,1094
Centro,Totale,15-24 anni,Totale,Totale,2023,1098
Centro,Totale,15-24 anni,Totale,Totale,2024,1107
Centro,Totale,15-24 anni,Totale,Totale,2025,1118
Centro,Totale,25-29 anni,Forze lavoro,Totale,2018,413
Centro,Totale,25-29 anni,Forze lavoro,Totale,2019,413
Centro,Totale,25-29 anni,Forze lavoro,Totale,2020,391
Centro,Totale,25-29 anni,Forze lavoro,Totale,2021,407
Centro,Totale,25-29 anni,Forze lavoro,Totale,2022,410
Centro,Totale,25-29 anni,Forze lavoro,Totale,2023,413
Centro,Totale,25-29 anni,Forze lavoro,Totale,2024,406
Centro,Totale,25-29 anni,Forze lavoro,Totale,2025,407
Centro,Totale,25-29 anni,Occupati,Totale,2018,335
Centro,Totale,25-29 anni,Occupati,Totale,2019,350
Centro,Totale,25-29 anni,Occupati,Totale,2020,327
Centro,Totale,25-29 anni,Occupati,Totale,2021,339
Centro,Totale,25-29 anni,Occupati,Totale,2022,359
Centro,Totale,25-29 anni,Occupati,Totale,2023,365
Centro,Totale,25-29 anni,Occupati,Totale,2024,368
Centro,Totale,25-29 anni,Occupati,Totale,2025,365
Centro,Totale,25-29 anni,Disoccupati,Totale,2018,77
Centro,Totale,25-29 anni,Disoccupati,Totale,2019,63
Centro,Totale,25-29 anni,Disoccupati,Totale,2020,63
Centro,Totale,25-29 anni,Disoccupati,Totale,2021,68
Centro,Totale,25-29 anni,Disoccupati,Totale,2022,51
Centro,Totale,25-29 anni,Disoccupati,Totale,2023,49
Centro,Totale,25-29 anni,Disoccupati,Totale,2024,38
Centro,Totale,25-29 anni,Disoccupati,Totale,2025,42
Centro,Totale,25-29 anni,Totale inattivi,Totale,2018,182
Centro,Totale,25-29 anni,Totale inattivi,Totale,2019,172
Centro,Totale,25-29 anni,Totale inattivi,Totale,2020,186
Centro,Totale,25-29 anni,Totale inattivi,Totale,2021,161
Centro,Totale,25-29 anni,Totale inattivi,Totale,2022,154
Centro,Totale,25-29 anni,Totale inattivi,Totale,2023,143
Centro,Totale,25-29 anni,Totale inattivi,Totale,2024,155
Centro,Totale,25-29 anni,Totale inattivi,Totale,2025,156
Centro,Totale,25-29 anni,Forze lavoro potenziali,Totale,2018,49
Centro,Totale,25-29 anni,Forze lavoro potenziali,Totale,2019,47
Centro,Totale,25-29 anni,Forze lavoro potenziali,Totale,2020,58
Centro,Totale,25-29 anni,Forze lavoro potenziali,Totale,2021,56
Centro,Totale,25-29 anni,Forze lavoro potenziali,Totale,2022,34
Centro,Totale,25-29 anni,Forze lavoro potenziali,Totale,2023,25
Centro,Totale,25-29 anni,Forze lavoro potenziali,Totale,2024,33
Centro,Totale,25-29 anni,Forze lavoro potenziali,Totale,2025,39
Centro,Totale,25-29 anni,Non cercano e non disponibili,Totale,2018,133
Centro,Totale,25-29 anni,Non cercano e non disponibili,Totale,2019,125
Centro,Totale,25-29 anni,Non cercano e non disponibili,Totale,2020,128
Centro,Totale,25-29 anni,Non cercano e non disponibili,Totale,2021,105
Centro,Totale,25-29 anni,Non cercano e non disponibili,Totale,2022,120
Centro,Totale,25-29 anni,Non cercano e non disponibili,Totale,2023,118
Centro,Totale,25-29 anni,Non cercano e non disponibili,Totale,2024,122
Centro,Totale,25-29 anni,Non cercano e non disponibili,Totale,2025,117
Centro,Totale,25-29 anni,Totale,Totale,2018,595
Centro,Totale,25-29 anni,Totale,Totale,2019,586
Centro,Totale,25-29 anni,Totale,Totale,2020,577
Centro,Totale,25-29 anni,Totale,Totale,2021,568
Centro,Totale,25-29 anni,Totale,Totale,2022,563
Centro,Totale,25-29 anni,Totale,Totale,2023,557
Centro,Totale,25-29 anni,Totale,Totale,2024,561
Centro,Totale,25-29 anni,Totale,Totale,2025,563
Centro,Totale,15-29 anni,Forze lavoro,Totale,2018,681
Centro,Totale,15-29 anni,Forze lavoro,Totale,2019,673
Centro,Totale,15-29 anni,Forze lavoro,Totale,2020,635
Centro,Totale,15-29 anni,Forze lavoro,Totale,2021,671
Centro,Totale,15-29 anni,Forze lavoro,Totale,2022,693
Centro,Totale,15-29 anni,Forze lavoro,Totale,2023,689
Centro,Totale,15-29 anni,Forze lavoro,Totale,2024,684
Centro,Totale,15-29 anni,Forze lavoro,Totale,2025,645
Centro,Totale,15-29 anni,Occupati,Totale,2018,526
Centro,Totale,15-29 anni,Occupati,Totale,2019,541
Centro,Totale,15-29 anni,Occupati,Totale,2020,498
Centro,Totale,15-29 anni,Occupati,Totale,2021,526
Centro,Totale,15-29 anni,Occupati,Totale,2022,578
